scaleID,scaleCategory,scaleText,scaleTextMin,scaleTextMax,comprehensionCheck,comprehensionCheckRequestedResponse,priorTrialIdx,priorSliderStart,priorResponse,priorRT,timeElapsed,subjectID,prolificID,studyID,sessionID,DEBUG
55,personality,"I see myself as someone who is outgoing, sociable",Strongly disagree,Strongly agree,0,,39,50,69,1710,300751,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
25,personality,I see myself as someone who is reserved,Strongly disagree,Strongly agree,0,,40,50,27,4729,305484,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
28,personality,"I see myself as someone who is relaxed, handles stress well",Strongly disagree,Strongly agree,0,,41,50,56,5412,310898,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
57,personality,I see myself as someone who makes plans and follows through with them,Strongly disagree,Strongly agree,0,,42,50,87,4019,314920,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
27,personality,I see myself as someone who can be somewhat careless,Strongly disagree,Strongly agree,0,,43,50,22,40982,355905,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
2,demographic,I consider myself as:,Not at all masculine,Totally masculine,0,,44,50,86,5772,361680,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
43,personality,"I see myself as someone who is emotionally stable, not easily upset",Strongly disagree,Strongly agree,0,,45,50,60,3803,365487,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
32,personality,I see myself as someone who is a reliable worker,Strongly disagree,Strongly agree,0,,46,50,90,3414,368903,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
16,face processing,I see myself as someone who is confident,Strongly disagree,Strongly agree,0,,47,50,73,2036,370943,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
21,personality,I see myself as someone who tends to find fault with others,Strongly disagree,Strongly agree,0,,48,50,28,2599,373545,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
5,face processing,I see myself as someone who is trustworthy,Strongly disagree,Strongly agree,0,,49,50,85,3834,377382,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
29,personality,I see myself as someone who is curious about many different things,Strongly disagree,Strongly agree,0,,50,50,63,7377,384762,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
3,demographic,How would you describe your political views?,Very conservative,Very liberal,0,,51,50,44,7101,391866,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
30,personality,I see myself as someone who is full of energy,Strongly disagree,Strongly agree,0,,52,50,65,1996,393866,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
8,face processing,I see myself as someone who is unhappy,Strongly disagree,Strongly agree,0,,53,50,26,2866,396734,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
50,personality,"I see myself as someone who is sometimes shy, inhibited",Strongly disagree,Strongly agree,0,,54,50,19,4803,401539,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
62,personality,I see myself as someone who is easily distracted,Strongly disagree,Strongly agree,0,,55,50,21,4401,405944,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
56,personality,I see myself as someone who is sometimes rude to others,Strongly disagree,Strongly agree,0,,56,50,28,2248,408196,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
42,personality,I see myself as someone who tends to be lazy,Strongly disagree,Strongly agree,0,,57,50,8,2986,411184,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
1,demographic,I consider myself as:,Not at all feminine,Totally feminine,0,,58,50,10,5634,416821,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
23,personality,"I see myself as someone who is depressed, blue",Strongly disagree,Strongly agree,0,,59,50,13,4432,421256,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
46,personality,I see myself as someone who can be cold and aloof,Strongly disagree,Strongly agree,0,,60,50,30,4424,425683,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
24,personality,"I see myself as someone who is original, comes up with new ideas",Strongly disagree,Strongly agree,0,,61,50,51,3334,429021,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
59,personality,"I see myself as someone who likes to reflect, play with ideas",Strongly disagree,Strongly agree,0,,62,50,47,3568,432593,737q,4fd9,6914ebe81814f5c4d4daa911,6917845236b2bc4d5d4716fe,0
39,personality,I see myself as someone who has an active imagination,Strongly disagree,Strongly agree,0,,1,50,86,7766,298568,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
8,face processing,I see myself as someone who is unhappy,Strongly disagree,Strongly agree,0,,2,50,17,3270,301840,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
60,personality,I see myself as someone who has few artistic interests,Strongly disagree,Strongly agree,0,,3,50,86,2383,304225,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
54,personality,I see myself as someone who prefers work that is routine,Strongly disagree,Strongly agree,0,,4,50,88,2039,306265,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
25,personality,I see myself as someone who is reserved,Strongly disagree,Strongly agree,0,,5,50,86,3846,310113,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
26,personality,I see myself as someone who is helpful and unselfish with others,Strongly disagree,Strongly agree,0,,6,50,88,3406,313521,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
5,face processing,I see myself as someone who is trustworthy,Strongly disagree,Strongly agree,0,,7,50,80,1871,315393,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
38,personality,I see myself as someone who worries a lot,Strongly disagree,Strongly agree,0,,8,50,18,2158,317553,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
17,face processing,I see myself as someone who is caring,Strongly disagree,Strongly agree,0,,9,50,83,1999,319553,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
29,personality,I see myself as someone who is curious about many different things,Strongly disagree,Strongly agree,0,,10,50,83,1943,321497,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
30,personality,I see myself as someone who is full of energy,Strongly disagree,Strongly agree,0,,11,50,84,1952,323449,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
56,personality,I see myself as someone who is sometimes rude to others,Strongly disagree,Strongly agree,0,,12,50,9,2582,326032,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
40,personality,I see myself as someone who tends to be quiet,Strongly disagree,Strongly agree,0,,13,50,77,1592,327625,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
12,face processing,I see myself as someone who is boring,Strongly disagree,Strongly agree,0,,14,50,23,2200,329825,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
16,face processing,I see myself as someone who is confident,Strongly disagree,Strongly agree,0,,15,50,74,3270,333097,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
1,demographic,I consider myself as:,Not at all feminine,Totally feminine,0,,16,50,0,4854,337952,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
36,personality,I see myself as someone who has a forgiving nature,Strongly disagree,Strongly agree,0,,17,50,81,2901,340855,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
18,face processing,I see myself as someone who is egotistic,Strongly disagree,Strongly agree,0,,18,50,20,2374,343230,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
31,personality,I see myself as someone who starts quarrels with others,Strongly disagree,Strongly agree,0,,19,50,75,2141,345372,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
52,personality,I see myself as someone who does things efficiently,Strongly disagree,Strongly agree,0,,20,50,83,2229,347606,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
27,personality,I see myself as someone who can be somewhat careless,Strongly disagree,Strongly agree,0,,21,50,10,3599,351207,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
2,demographic,I consider myself as:,Not at all masculine,Totally masculine,0,,22,50,99,3688,354898,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
58,personality,I see myself as someone who gets nervous easily,Strongly disagree,Strongly agree,0,,23,50,23,3059,357958,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
48,personality,I see myself as someone who can be moody,Strongly disagree,Strongly agree,0,,24,50,12,3631,361592,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
4,demographic,How important would you say religion is in your own life?,Not very important,Very important,0,,25,50,74,3878,365474,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
28,personality,"I see myself as someone who is relaxed, handles stress well",Strongly disagree,Strongly agree,0,,26,50,68,2213,367688,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
51,personality,I see myself as someone who is considerate and kind to almost everyone,Strongly disagree,Strongly agree,0,,27,50,84,2493,370182,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
37,personality,I see myself as someone who tends to be disorganized,Strongly disagree,Strongly agree,0,,28,50,11,3373,373558,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
57,personality,I see myself as someone who makes plans and follows through with them,Strongly disagree,Strongly agree,0,,29,50,89,2221,375781,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
6,face processing,I see myself as someone who is dominant,Strongly disagree,Strongly agree,0,,30,50,13,2438,378221,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
24,personality,"I see myself as someone who is original, comes up with new ideas",Strongly disagree,Strongly agree,0,,31,50,81,2575,380799,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
41,personality,I see myself as someone who is generally trusting,Strongly disagree,Strongly agree,0,,32,50,87,1886,382687,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
20,personality,I see myself as someone who is talkative,Strongly disagree,Strongly agree,0,,33,50,82,2381,385070,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled STRAWBERRY,STRAWBERRY,PINEAPPLE,1,0,34,50,0,5689,390761,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
44,personality,I see myself as someone who is inventive,Strongly disagree,Strongly agree,0,,35,50,89,3146,393908,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
59,personality,"I see myself as someone who likes to reflect, play with ideas",Strongly disagree,Strongly agree,0,,36,50,89,1786,395697,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
3,demographic,How would you describe your political views?,Very conservative,Very liberal,0,,37,50,53,3021,398719,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
35,personality,I see myself as someone who generates a lot of enthusiasm,Strongly disagree,Strongly agree,0,,38,50,87,2148,400869,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
49,personality,"I see myself as someone who values artistic, aesthetic experiences",Strongly disagree,Strongly agree,0,,39,50,81,2785,403656,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
22,personality,I see myself as someone who does a thorough job,Strongly disagree,Strongly agree,0,,40,50,85,5619,409278,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
46,personality,I see myself as someone who can be cold and aloof,Strongly disagree,Strongly agree,0,,41,50,10,2389,411670,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
11,face processing,I see myself as someone who is mean,Strongly disagree,Strongly agree,0,,42,50,14,3975,415647,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
13,face processing,I see myself as someone who is aggressive,Strongly disagree,Strongly agree,0,,43,50,40,2396,418045,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
43,personality,"I see myself as someone who is emotionally stable, not easily upset",Strongly disagree,Strongly agree,0,,44,50,78,2935,420982,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
34,personality,"I see myself as someone who is ingenious, a deep thinker",Strongly disagree,Strongly agree,0,,45,50,81,2143,423127,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
15,face processing,I see myself as someone who is intelligent,Strongly disagree,Strongly agree,0,,46,50,86,1966,425095,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
50,personality,"I see myself as someone who is sometimes shy, inhibited",Strongly disagree,Strongly agree,0,,47,50,14,2966,428063,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled HAMBURGER,HOTDOG,HAMBURGER,1,100,48,50,100,4619,432684,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
19,face processing,I see myself as someone who is responsible,Strongly disagree,Strongly agree,0,,49,50,84,2042,434726,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
32,personality,I see myself as someone who is a reliable worker,Strongly disagree,Strongly agree,0,,50,50,81,1785,436513,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
55,personality,"I see myself as someone who is outgoing, sociable",Strongly disagree,Strongly agree,0,,51,50,77,1972,438487,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
63,personality,"I see myself as someone who is sophisticated in art, music, or literature",Strongly disagree,Strongly agree,0,,52,50,75,2694,441182,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
53,personality,I see myself as someone who remains calm in tense situations,Strongly disagree,Strongly agree,0,,53,50,70,2085,443269,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
14,face processing,I see myself as someone who is weird,Strongly disagree,Strongly agree,0,,54,50,25,2730,446001,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
61,personality,I see myself as someone who likes to cooperate with others,Strongly disagree,Strongly agree,0,,55,50,67,2787,448789,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
62,personality,I see myself as someone who is easily distracted,Strongly disagree,Strongly agree,0,,56,50,13,2472,451262,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
47,personality,I see myself as someone who perseveres until the task is finished,Strongly disagree,Strongly agree,0,,57,50,81,3829,455093,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
42,personality,I see myself as someone who tends to be lazy,Strongly disagree,Strongly agree,0,,58,50,17,2350,457444,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
23,personality,"I see myself as someone who is depressed, blue",Strongly disagree,Strongly agree,0,,59,50,19,1935,459381,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
33,personality,I see myself as someone who can be tense,Strongly disagree,Strongly agree,0,,60,50,36,3158,462540,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
21,personality,I see myself as someone who tends to find fault with others,Strongly disagree,Strongly agree,0,,61,50,18,2077,464620,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
45,personality,I see myself as someone who has an assertive personality,Strongly disagree,Strongly agree,0,,62,50,69,2248,466870,czpv,61de,6914ebe81814f5c4d4daa911,69177faea26d703383040275,0
44,personality,I see myself as someone who is inventive,Strongly disagree,Strongly agree,0,,1,50,42,9612,109823,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
18,face processing,I see myself as someone who is egotistic,Strongly disagree,Strongly agree,0,,2,50,36,47333,157157,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
35,personality,I see myself as someone who generates a lot of enthusiasm,Strongly disagree,Strongly agree,0,,3,50,52,9915,167074,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
26,personality,I see myself as someone who is helpful and unselfish with others,Strongly disagree,Strongly agree,0,,4,50,62,5298,172374,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
56,personality,I see myself as someone who is sometimes rude to others,Strongly disagree,Strongly agree,0,,5,50,59,10517,182892,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
13,face processing,I see myself as someone who is aggressive,Strongly disagree,Strongly agree,0,,6,50,51,3944,186838,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
60,personality,I see myself as someone who has few artistic interests,Strongly disagree,Strongly agree,0,,7,50,58,5517,192357,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
22,personality,I see myself as someone who does a thorough job,Strongly disagree,Strongly agree,0,,8,50,65,4563,196922,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
20,personality,I see myself as someone who is talkative,Strongly disagree,Strongly agree,0,,9,50,62,6003,202927,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
46,personality,I see myself as someone who can be cold and aloof,Strongly disagree,Strongly agree,0,,10,50,58,114949,317874,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
52,personality,I see myself as someone who does things efficiently,Strongly disagree,Strongly agree,0,,11,50,75,3815,321691,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled HAMBURGER,HOTDOG,HAMBURGER,1,100,12,50,100,2831,324524,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
17,face processing,I see myself as someone who is caring,Strongly disagree,Strongly agree,0,,13,50,67,3315,327841,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
42,personality,I see myself as someone who tends to be lazy,Strongly disagree,Strongly agree,0,,14,50,44,3114,330957,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
29,personality,I see myself as someone who is curious about many different things,Strongly disagree,Strongly agree,0,,15,50,62,42801,373759,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
34,personality,"I see myself as someone who is ingenious, a deep thinker",Strongly disagree,Strongly agree,0,,16,50,51,4364,378125,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
63,personality,"I see myself as someone who is sophisticated in art, music, or literature",Strongly disagree,Strongly agree,0,,17,50,36,3832,381958,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
4,demographic,How important would you say religion is in your own life?,Not very important,Very important,0,,18,50,29,6622,388581,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
47,personality,I see myself as someone who perseveres until the task is finished,Strongly disagree,Strongly agree,0,,19,50,59,4808,393391,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
30,personality,I see myself as someone who is full of energy,Strongly disagree,Strongly agree,0,,20,50,31,5249,398642,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
38,personality,I see myself as someone who worries a lot,Strongly disagree,Strongly agree,0,,21,50,40,3580,402224,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled STRAWBERRY,STRAWBERRY,PINEAPPLE,1,0,22,50,0,5500,407725,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
59,personality,"I see myself as someone who likes to reflect, play with ideas",Strongly disagree,Strongly agree,0,,23,50,38,48487,456213,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
16,face processing,I see myself as someone who is confident,Strongly disagree,Strongly agree,0,,24,50,43,43795,500009,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
53,personality,I see myself as someone who remains calm in tense situations,Strongly disagree,Strongly agree,0,,25,50,61,3380,503391,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
19,face processing,I see myself as someone who is responsible,Strongly disagree,Strongly agree,0,,26,50,70,11765,515158,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
39,personality,I see myself as someone who has an active imagination,Strongly disagree,Strongly agree,0,,27,50,61,3917,519077,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
5,face processing,I see myself as someone who is trustworthy,Strongly disagree,Strongly agree,0,,28,50,78,17315,536393,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
40,personality,I see myself as someone who tends to be quiet,Strongly disagree,Strongly agree,0,,29,50,35,12763,549159,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
24,personality,"I see myself as someone who is original, comes up with new ideas",Strongly disagree,Strongly agree,0,,30,50,58,3216,552376,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
3,demographic,How would you describe your political views?,Very conservative,Very liberal,0,,31,50,53,8033,560410,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
61,personality,I see myself as someone who likes to cooperate with others,Strongly disagree,Strongly agree,0,,32,50,43,5513,565925,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
12,face processing,I see myself as someone who is boring,Strongly disagree,Strongly agree,0,,33,50,29,3334,569261,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
50,personality,"I see myself as someone who is sometimes shy, inhibited",Strongly disagree,Strongly agree,0,,34,50,56,41350,610613,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
6,face processing,I see myself as someone who is dominant,Strongly disagree,Strongly agree,0,,35,50,68,10513,621128,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
54,personality,I see myself as someone who prefers work that is routine,Strongly disagree,Strongly agree,0,,36,50,58,17433,638563,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
2,demographic,I consider myself as:,Not at all masculine,Totally masculine,0,,37,50,43,10628,649193,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
37,personality,I see myself as someone who tends to be disorganized,Strongly disagree,Strongly agree,0,,38,50,37,7582,656777,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
45,personality,I see myself as someone who has an assertive personality,Strongly disagree,Strongly agree,0,,39,50,60,5816,662595,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
32,personality,I see myself as someone who is a reliable worker,Strongly disagree,Strongly agree,0,,40,50,82,2380,664977,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
43,personality,"I see myself as someone who is emotionally stable, not easily upset",Strongly disagree,Strongly agree,0,,41,50,78,4149,669127,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
15,face processing,I see myself as someone who is intelligent,Strongly disagree,Strongly agree,0,,42,50,79,2732,671862,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
25,personality,I see myself as someone who is reserved,Strongly disagree,Strongly agree,0,,43,50,46,5464,677327,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
31,personality,I see myself as someone who starts quarrels with others,Strongly disagree,Strongly agree,0,,44,50,21,5948,683278,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
23,personality,"I see myself as someone who is depressed, blue",Strongly disagree,Strongly agree,0,,45,50,19,3999,687279,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
55,personality,"I see myself as someone who is outgoing, sociable",Strongly disagree,Strongly agree,0,,46,50,60,5818,693099,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
8,face processing,I see myself as someone who is unhappy,Strongly disagree,Strongly agree,0,,47,50,30,4779,697881,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
51,personality,I see myself as someone who is considerate and kind to almost everyone,Strongly disagree,Strongly agree,0,,48,50,58,5015,702897,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
11,face processing,I see myself as someone who is mean,Strongly disagree,Strongly agree,0,,49,50,20,11281,714181,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
48,personality,I see myself as someone who can be moody,Strongly disagree,Strongly agree,0,,50,50,44,36647,750830,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
41,personality,I see myself as someone who is generally trusting,Strongly disagree,Strongly agree,0,,51,50,58,2896,753727,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
57,personality,I see myself as someone who makes plans and follows through with them,Strongly disagree,Strongly agree,0,,52,50,59,4467,758196,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
33,personality,I see myself as someone who can be tense,Strongly disagree,Strongly agree,0,,53,50,67,4129,762327,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
27,personality,I see myself as someone who can be somewhat careless,Strongly disagree,Strongly agree,0,,54,50,44,4049,766378,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
36,personality,I see myself as someone who has a forgiving nature,Strongly disagree,Strongly agree,0,,55,50,56,3583,769963,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
28,personality,"I see myself as someone who is relaxed, handles stress well",Strongly disagree,Strongly agree,0,,56,50,45,6546,776512,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
1,demographic,I consider myself as:,Not at all feminine,Totally feminine,0,,57,50,35,6633,783147,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
62,personality,I see myself as someone who is easily distracted,Strongly disagree,Strongly agree,0,,58,50,30,4896,788045,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
21,personality,I see myself as someone who tends to find fault with others,Strongly disagree,Strongly agree,0,,59,50,53,2298,790344,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
49,personality,"I see myself as someone who values artistic, aesthetic experiences",Strongly disagree,Strongly agree,0,,60,50,35,5401,795747,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
58,personality,I see myself as someone who gets nervous easily,Strongly disagree,Strongly agree,0,,61,50,34,5148,800896,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
14,face processing,I see myself as someone who is weird,Strongly disagree,Strongly agree,0,,62,50,61,3285,804182,ozxj,0b64,6914ebe81814f5c4d4daa911,6917872bed623ecf7ed12663,0
21,personality,I see myself as someone who tends to find fault with others,Strongly disagree,Strongly agree,0,,1,50,26,13700,48030,24b3,a4c6,6914ebe81814f5c4d4daa911,69177ccbfbab0cbbbd100225,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled STRAWBERRY,STRAWBERRY,PINEAPPLE,1,0,2,50,0,16686,64719,24b3,a4c6,6914ebe81814f5c4d4daa911,69177ccbfbab0cbbbd100225,0
